timeStamp,averageExecutionTime,medianOfFlowDuration,maxFlowDuration,flowDurationList,avgCpuByProcess,medianOfCpuByProcess,maxCpuByProcess,cpuByProcessList,avgDiskByProcess,medianOfDiskByProcess,maxDiskByProcess,diskByProcessList,avgMemByProcess,medianOfMemByProcess,maxMemByProcess,memByProcessList,percentageHeap,medianOfHeap,maxHeap,percentHeapList,percentageWorkerThreads,medianOfWorkerThreads,maxWorkerThreads,percentWorkerThreadsList,avgInBufferSize,medianOfInBuffer,maxInBuffer,inBufferSizeList,percentageOutBuffer,medianOfOutBuffer,maxOutBuffer,percentOutBufferList,avgSystemCpuJmx,medianOfSystemCpu,maxSystemCpu,systemCpuJmxList
Jan 13-- 2021 8:48:24 AM,13056.4,13304,14063,14063;13304;13723;11732;12460;,0.322476415,0.406,0.414,0.414215327114067;0.40628364984582255;0.1469302671730158;,2579509696,2.58E+09,2579510217,2579510217;2579509696;2579509175;,51,51,51,51.0;51.0;51.0;,0.258791315,0.232,0.338,0.2315683643445927;0.3379423903597571;0.20686319110576923;,17.66666667,18,18,17.0;18.0;18.0;,0,0,0,0;0;0;,2.288888889,2.227,4.373,0.26666666666666666;4.373333333333333;2.2266666666666666;,0.325106734,0.405,0.419,0.4188134288392283;0.4053919534041408;0.15111481878461075;
Jan 13-- 2021 8:50:17 AM,12181.6,11851,14095,14095;13117;10600;11245;11851;,0.263183835,0.263,0.37,0.3699545396567466;0.15641312985104808;,2579513604,2.58E+09,2579513864,2579513864;2579513343;,51,51,51,51.0;51.0;,0.340203762,0.34,0.491,0.4911258661179315;0.18928165862354607;,18.5,18.5,19,18.0;19.0;,0,0,0,0;0;,2.446666667,2.447,4.453,0.44;4.453333333333333;,0.266779401,0.267,0.375,0.3750533672264925;0.1585054347560041;
Jan 13-- 2021 8:52:16 AM,12512.6,12580,13213,12241;13213;12580;13075;11454;,0.300449666,0.314,0.429,0.42882776498159425;0.3140054168688439;0.15851581688779343;,2579517685,2.58E+09,2579518553,2579518553;2579517511;2579516990;,51,51,51,51.0;51.0;51.0;,0.329234614,0.271,0.459,0.4587586580331734;0.2574723113243849;0.2714728725522641;,19.66666667,20,20,19.0;20.0;20.0;,0,0,0,0;0;0;,1.422222222,0.6,3.507,0.16;3.506666666666667;0.6;,0.302784953,0.318,0.43,0.430008992234719;0.31797450064911204;0.16037136565238996;
Jan 13-- 2021 8:54:16 AM,12341.4,12442,12807,12442;11440;12639;12379;12807;,0.338535347,0.387,0.432,0.3511862430191928;0.4320407768180851;0.42380883833980737;0.14710552938325885;,2579521940,2.58E+09,2579522721,2579522721;2579522200;2579521679;2579521158;,51,51,51,51.0;51.0;51.0;51.0;,0.504154975,0.535,0.589,0.3569558228228133;0.573413296765115;0.5889893392551164;0.4972614396946888;,20.5,20.5,21,20.0;21.0;20.0;21.0;,0,0,0,0;0;0;0;,2.17,2.653,3.053,0.32;2.2666666666666666;3.0533333333333332;3.04;,0.338498111,0.391,0.423,0.3591111455430638;0.42297913384780533;0.42334204277942533;0.1485601205947068;
Jan 13-- 2021 8:56:17 AM,12511,12509,13271,11486;12025;13264;13271;12509;,0.276925629,0.335,0.343,0.34318516016850575;0.33478217234829233;0.15280955345306632;,2579526368,2.58E+09,2579526889,2579526889;2579526368;2579525847;,51,51,51,51.0;51.0;51.0;,0.488554414,0.457,0.601,0.40829602845100044;0.6007443277779924;0.4566228855082857;,21.66666667,22,22,21.0;22.0;22.0;,0,0,0,0;0;0;,1.626666667,2.28,2.307,0.29333333333333333;2.2800000000000002;2.3066666666666666;,0.282189152,0.339,0.353,0.35322795611122615;0.3386010857542187;0.15473841527276588;
Jan 13-- 2021 8:58:16 AM,14843.2,14704,15887,15095;15887;14704;14044;14486;,0.294798796,0.306,0.413,0.30614429975375756;0.4129478558753837;0.16530423329807678;,2579530536,2.58E+09,2579531057,2579531057;2579530536;2579530015;,51,51,51,51.0;51.0;51.0;,0.681169741,0.682,0.783,0.6816453735314106;0.5787657436386772;0.7830981068084711;,22.66666667,23,23,22.0;23.0;23.0;,0,0,0,0;0;0;,1.888888889,2.4,2.933,0.33333333333333337;2.933333333333333;2.4;,0.295776589,0.307,0.413,0.3069547004343305;0.41323224371964945;0.16714282176350181;
Jan 13-- 2021 9:00:04 AM,12927.2,12788,13652,12788;13607;13652;11959;12630;,0.314206301,0.348,0.415,0.34765542103621494;0.4154883065884434;0.17947517646490266;,2579534704,2.58E+09,2579535225,2579535225;2579534704;2579534183;,51,51,51,51.0;51.0;51.0;,0.690713967,0.732,0.794,0.7938021873661256;0.7315349090514338;0.5468048050733402;,23.66666667,24,24,23.0;24.0;24.0;,0,0,0,0;0;0;,3.151111111,4.347,4.773,0.33333333333333337;4.773333333333333;4.346666666666667;,0.316348723,0.348,0.42,0.3480756601476318;0.41958499676385147;0.1813855107676887;
Jan 13-- 2021 9:02:11 AM,15360.4,15389,16330,14930;15389;15825;16330;14328;,0.327356454,0.363,0.418,0.3761179961413019;0.4181313686248963;0.3495722327384096;0.16560421932739278;,2579539133,2.58E+09,2579539914,2579539914;2579539393;2579538872;2579538351;,51,51,51,51.0;51.0;51.0;51.0;,0.183970569,0.195,0.283,0.15024540994351088;0.06368801642365693;0.23940631450412828;0.28254253597296997;,24,24,24,24.0;24.0;24.0;24.0;,0,0,0,0;0;0;0;,0.836666667,0.353,2.32,0.37333333333333335;2.32;0.33333333333333337;0.32;,0.327831741,0.367,0.411,0.38051153576726743;0.41070371233519576;0.3527617009766884;0.16735001336223798;
Jan 13-- 2021 9:04:07 AM,12261.8,12876,13403,13403;12535;13258;12876;9237;,0.399713556,0.491,0.544,0.4909703841441855;0.5444457540070894;0.16372453122003472;,2579543735,2.58E+09,2579544603,2579544603;2579543561;2579543040;,51,51,51,51.0;51.0;51.0;,0.351971487,0.374,0.421,0.2610329418077124;0.37422482506973137;0.42065669409679524;,25,25,25,25.0;25.0;25.0;,0,0,0,0;0;0;,1.133333333,0.467,2.573,2.5733333333333333;0.36;0.46666666666666673;,0.402952079,0.497,0.546,0.49672116611403827;0.5460913397080602;0.16604373022604657;
Jan 13-- 2021 9:06:16 AM,14718.2,14559,17778,17778;14559;14354;15412;11488;,0.332539367,0.401,0.434,0.40057120907630256;0.43384521178881413;0.16320167935173166;,2579547903,2.58E+09,2579548771,2579548771;2579547729;2579547208;,51,51,51,51.0;51.0;51.0;,0.350054285,0.376,0.452,0.22261067865611484;0.45189236005830014;0.37565981532189413;,26.33333333,26,27,26.0;26.0;27.0;,0,0,0,0;0;0;,1.311111111,0.72,2.84,0.37333333333333335;0.72;2.8400000000000003;,0.334419753,0.403,0.435,0.4030364270785124;0.43510455642566387;0.16511827494631104;
Jan 13-- 2021 9:08:36 AM,13976.2,12384,21854,21854;11816;12384;12473;11354;,0.152339439,0.152,0.152,0.15233943879538994;,2579551376,2.58E+09,2579551376,2579551376;,51,51,51,51.0;,0.583356625,0.583,0.583,0.5833566254958339;,28,28,28,28.0;,0,0,0,0;,1.026666667,1.027,1.027,1.0266666666666666;,0.154043399,0.154,0.154,0.15404339931825128;
Jan 13-- 2021 9:11:12 AM,35691.6,40479,42037,39908;40479;40980;42037;15054;,0.199427509,0.191,0.385,0.03134848921604287;0.3848412397091366;0.22777299561399808;0.15374731197973257;,2579558928,2.58E+09,2579559709,2579559709;2579559188;2579558667;2579558146;,51,51,51,51.0;51.0;51.0;51.0;,0.54921779,0.563,0.64,0.6404736152206316;0.43055278750214576;0.5402162090870858;0.5856285464665725;,28.75,28.5,30,28.0;30.0;29.0;28.0;,0,0,0,0;0;0;0;,1.736666667,1.667,3.187,0.4266666666666667;2.44;3.186666666666667;0.8933333333333333;,0.206462157,0.195,0.404,0.03159848143841604;0.4035452656888171;0.23543132150512805;0.15527356065158204;
Jan 13-- 2021 9:13:39 AM,11874.8,12118,12722,11629;12722;12118;12623;10282;,0.178007589,0.178,0.178,0.1780075893425457;,2579562835,2.58E+09,2579562835,2579562835;,51,51,51,51.0;,0.568821304,0.569,0.569,0.5688213038227828;,30,30,30,30.0;,0,0,0,0;,0.96,0.96,0.96,0.96;,0.181355695,0.181,0.181,0.1813556945558622;
Jan 13-- 2021 9:15:56 AM,16042.6,15937,17111,15937;15267;17111;16208;15690;,0.173969282,0.152,0.255,0.25493641747062873;0.11503279565708362;0.15193863283917802;,2579566482,2.58E+09,2579567003,2579567003;2579566482;2579565961;,51,51,51,51.0;51.0;51.0;,0.600474906,0.603,0.634,0.6026688657183696;0.6341032466175061;0.5646526070114262;,30.66666667,31,31,31.0;30.0;31.0;,0,0,0,0;0;0;,2.826666667,3.08,4.613,0.7866666666666666;3.08;4.613333333333333;,0.17318568,0.154,0.249,0.24878734201683117;0.11684498818110012;0.1539247106358944;
Jan 13-- 2021 9:18:10 AM,18745.4,15030,27127,26692;27127;14596;15030;10282;,0.311880049,0.342,0.424,0.34227807426424417;0.42406052523774984;0.1693015488733154;,2579735698,2.58E+09,2579736566,2579736566;2579735524;2579735003;,51,51,51,51.0;51.0;51.0;,0.262371382,0.248,0.305,0.24775812621200952;0.3050143686945957;0.23434165255556644;,31,31,31,31.0;31.0;31.0;,0,0,0,0;0;0;,1.186666667,0.427,2.72,2.7199999999999998;0.4266666666666667;0.41333333333333333;,0.316104479,0.347,0.43,0.34713839297383037;0.42991312309635843;0.1712619221343542;
Jan 13-- 2021 9:20:42 AM,26237,34031,36616,34031;35247;13513;36616;11778;,0.137698411,0.138,0.159,0.11597871917189223;0.15941810212140534;,2579739692,2.58E+09,2579740213,2579740213;2579739171;,51,51,51,51.0;51.0;,0.424647303,0.425,0.456,0.45594189000901814;0.3933527150171398;,32,32,32,32.0;32.0;,0,0,0,0;0;,0.466666667,0.467,0.467,0.46666666666666673;0.46666666666666673;,0.139276709,0.139,0.161,0.11772545416516422;0.160827964143459;
Jan 13-- 2021 9:23:11 AM,16653.8,14073,28082,28082;14073;14203;13761;13150;,0.25460294,0.255,0.349,0.3485533623114516;0.1606525170250622;,2579743079,2.58E+09,2579743339,2579743339;2579742818;,51,51,51,51.0;51.0;,0.52291139,0.523,0.531,0.5143875919150264;0.5314351880011717;,34.5,34.5,35,34.0;35.0;,0,0,0,0;0;,3.606666667,3.607,4.467,2.7466666666666666;4.466666666666667;,0.255016002,0.255,0.348,0.347541508401723;0.16249049543322347;
Jan 13-- 2021 9:25:42 AM,22081.2,14459,34788,34360;34788;13559;13240;14459;,0.304690904,0.305,0.434,0.43384665197363115;0.17553515650995855;,2579755499,2.58E+09,2579764533,2579764533;2579746465;,51,51,51,51.0;51.0;,0.521853039,0.522,0.64,0.6401905243339407;0.4035155544293875;,34,34,34,34.0;34.0;,0.5,0.5,1,1;0;,0.313333333,0.313,0.32,0.32;0.3066666666666667;,0.308961521,0.309,0.44,0.4404405442774514;0.17748249838836028;
Jan 13-- 2021 9:28:29 AM,48468.2,48410,49024,48306;47698;48903;48410;49024;,0.306077593,0.306,0.444,0.4440479868058441;0.1681071996313506;,2579767920,2.58E+09,2579768180,2579768180;2579767659;,51,51,51,51.0;51.0;,0.618748405,0.619,0.628,0.628098338357846;0.6093984715307701;,35.5,35.5,36,36.0;35.0;,0,0,0,0;0;,1.6,1.6,2.72,2.7199999999999998;0.48;,0.310322703,0.31,0.451,0.45058472640301905;0.17006067866240582;
Jan 13-- 2021 9:31:18 AM,34183.6,48859,50321,48859;49653;50321;13238;8847;,0.157661102,0.158,0.158,0.1576611016239008;,2579771306,2.58E+09,2579771306,2579771306;,51,51,51,51.0;,0.669074929,0.669,0.669,0.6690749293246381;,36,36,36,36.0;,0,0,0,0;,2.506666667,2.507,2.507,2.506666666666667;,0.159383515,0.159,0.159,0.1593835152216032;
Jan 13-- 2021 9:33:51 AM,18906.8,15138,38358,38358;15138;14795;15214;11029;,0.297225333,0.297,0.437,0.4371744533553575;0.15727621198917788;,2579939827,2.58E+09,2579940348,2579940348;2579939306;,51,51,51,51.0;51.0;,0.448769691,0.449,0.459,0.45937050226841397;0.43816888032639895;,37,37,37,37.0;37.0;,0,0,0,0;0;,0.6,0.6,0.707,0.7066666666666667;0.4933333333333333;,0.30184862,0.302,0.444,0.44441505092819933;0.15928218918751302;
Jan 13-- 2021 9:36:26 AM,29649,33192,35329,31516;33192;33973;35329;14235;,0.117074028,0.117,0.152,0.0820002653981814;0.1521477896298713;,2579943214,2.58E+09,2579943474,2579943474;2579942953;,51,51,51,51.0;51.0;,0.411334116,0.411,0.462,0.4622813216010949;0.3603869096862531;,38.5,38.5,39,38.0;39.0;,0,0,0,0;0;,1.373333333,1.373,2.627,0.12;2.626666666666667;,0.1186433,0.119,0.154,0.08322528148010366;0.1540613189817509;
Jan 13-- 2021 9:39:20 AM,55670.8,55705,56549,56174;54721;55205;55705;56549;,0.115974647,0.116,0.202,0.0304224153708909;0.20152687937328437;,2579946861,2.58E+09,2579947121,2579947121;2579946600;,51,51,51,51.0;51.0;,0.520871515,0.521,0.61,0.4321817081253478;0.6095613219335159;,39.5,39.5,40,39.0;40.0;,0,0,0,0;0;,0.806666667,0.807,1.613,0.0;1.6133333333333333;,0.117570357,0.118,0.203,0.03167578224642409;0.20346493250144826;
Jan 13-- 2021 9:42:26 AM,17374,17234,18601,18161;18601;16800;17234;16074;,0.331712877,0.332,0.459,0.4594894195610785;0.2039363341318211;,2579950508,2.58E+09,2579950768,2579950768;2579950247;,51,51,51,51.0;51.0;,0.693330289,0.693,0.711,0.7112047316158767;0.675455847212189;,40.5,40.5,41,40.0;41.0;,8.5,8.5,17,0;17;,2.266666667,2.267,2.667,1.866666666666667;2.666666666666667;,0.335459194,0.335,0.465,0.465151665130543;0.20576672221880232;
Jan 13-- 2021 9:44:59 AM,35311.4,34985,36388,35870;34985;34839;34475;36388;,0.291615498,0.289,0.552,0.448891348579574;0.035755476022663824;0.5524298758518636;0.12938529188815084;,2579954676,2.58E+09,2579955457,2579955457;2579954936;2579954415;2579953894;,51,51,51,51.0;51.0;51.0;51.0;,0.725866715,0.736,0.85,0.8502179918415841;0.8428236185244332;0.5813468725761968;0.6290783779765328;,41.5,41.5,42,41.0;41.0;42.0;42.0;,4.5,0,18,0;0;18;0;,2.02,2.553,2.853,0.12;2.5466666666666664;2.56;2.8533333333333335;,0.294408192,0.292,0.557,0.4524299250266004;0.037297681151049034;0.5572583666457989;0.13064679474314445;
Jan 13-- 2021 9:47:57 AM,57529.8,57146,58648,56821;58311;57146;58648;56723;,0.260865519,0.261,0.365,0.364904297071299;0.156826740370128;,2581030525,2.58E+09,2581113222,2581113222;2580947827;,51,51,51,51.0;51.0;,0.399700547,0.4,0.425,0.3746453766414064;0.4247557168884858;,43,43,43,43.0;43.0;,0,0,0,0;0;,2.66,2.66,2.893,2.893333333333333;2.4266666666666667;,0.262614248,0.263,0.366,0.36576157889988514;0.1594669171087636;
Jan 13-- 2021 9:51:10 AM,72525.2,73063,73644,70402;73063;73176;73644;72341;,0.260416436,0.21,0.546,0.5462654257953001;0.024728635802680587;0.21025524669348708;,2581941413,2.58E+09,2581942281,2581942281;2581941239;2581940718;,51,51,51,51.0;51.0;51.0;,0.435134935,0.415,0.502,0.4153746762987646;0.3877433821334909;0.5022867458312835;,43.33333333,43,44,43.0;43.0;44.0;,0,0,0,0;0;0;,0.813333333,0.96,1,0.48;1.0;0.96;,0.262482653,0.212,0.55,0.549728119319171;0.025768229691300437;0.2119516095344508;
Jan 13-- 2021 9:54:07 AM,49078.4,48864,50109,48864;49333;50109;48325;48761;,0.152377077,0.152,0.152,0.15237707744901122;,2581944886,2.58E+09,2581944886,2581944886;,51,51,51,51.0;,0.444748494,0.445,0.445,0.44474849389705345;,45,45,45,45.0;,0,0,0,0;,2.906666667,2.907,2.907,2.9066666666666667;,0.154177334,0.154,0.154,0.15417733426577007;
Jan 13-- 2021 9:57:01 AM,41115.8,60595,61246,61246;60595;61133;11110;11495;,0.135024797,0.135,0.222,0.04843530552127731;0.22161428785924295;,2581948794,2.58E+09,2581949575,2581949575;2581948012;,51,51,51,51.0;51.0;,0.652744093,0.653,0.759,0.7589410719381873;0.546547114856405;,45,45,45,45.0;45.0;,0,0,0,0;0;,1.166666667,1.167,1.733,0.6;1.7333333333333332;,0.136881377,0.137,0.224,0.049817620449406415;0.2239451326127302;
Jan 13-- 2021 10:02:55 AM,29832,13117,56971,55584;56971;12676;13117;10812;,0.178341705,0.178,0.178,0.1783417046932103;,2582119138,2.58E+09,2582119138,2582119138;,51,51,51,51.0;,0.424860232,0.425,0.425,0.4248602324143224;,47,47,47,47.0;,0,0,0,0;,1.493333333,1.493,1.493,1.4933333333333334;,0.180327097,0.18,0.18,0.18032709695926497;
Jan 13-- 2021 10:06:01 AM,43038.2,63864,65871,63864;65294;65871;12164;7998;,0.165239813,0.165,0.165,0.1652398130949266;,2582122785,2.58E+09,2582122785,2582122785;,51,51,51,51.0;,0.270857788,0.271,0.271,0.270857787756564;,48,48,48,48.0;,0,0,0,0;,0.2,0.2,0.2,0.2;,0.16702089,0.167,0.167,0.16702088992954978;
Jan 13-- 2021 10:08:52 AM,56611.4,58252,58487,58487;58486;58252;53314;54518;,0.12671753,0.127,0.127,0.12671752960038804;,2582125390,2.58E+09,2582125390,2582125390;,51,51,51,51.0;,0.582126275,0.582,0.582,0.5821262745979805;,50,50,50,50.0;,0,0,0,0;,2.6,2.6,2.6,2.6;,0.128519705,0.129,0.129,0.12851970537323087;
Jan 13-- 2021 10:12:05 AM,64612,64159,66284,64081;66284;64956;63580;64159;,0.206665152,0.217,0.387,0.3866761365615894;0.016589671555867536;0.2167296476534327;,2582129037,2.58E+09,2582129558,2582129558;2582129037;2582128516;,51,51,51,51.0;51.0;51.0;,0.626654025,0.635,0.717,0.5274195773271392;0.7173508272368397;0.6351916713118224;,50.33333333,50,51,50.0;51.0;50.0;,0.666666667,0,2,0;2;0;,1.035555556,0.68,2.333,0.09333333333333334;2.3333333333333335;0.6799999999999999;,0.209869893,0.22,0.392,0.3922632043613008;0.017248781896999188;0.22009769411860114;
Jan 13-- 2021 10:15:13 AM,74123.6,74380,75970,74840;74380;72444;75970;72984;,0.281005306,0.281,0.405,0.405284114645202;0.15672649745313633;,2582133205,2.58E+09,2582133726,2582133726;2582132684;,51,51,51,51.0;51.0;,0.564825883,0.565,0.572,0.5572612208667043;0.5723905448059101;,51.5,51.5,52,51.0;52.0;,0,0,0,0;0;,1.14,1.14,1.333,0.9466666666666667;1.3333333333333335;,0.282344273,0.282,0.406,0.40621164598493664;0.15847689911843466;
Jan 13-- 2021 10:18:33 AM,77102.6,77753,79284,76940;77753;78831;79284;72705;,0.283035311,0.335,0.374,0.334898279977528;0.3740465568896678;0.14016109509058236;,2582302073,2.58E+09,2582302768,2582302768;2582302247;2582301205;,51,51,51,51.0;51.0;51.0;,0.318825518,0.334,0.362,0.3344752471706434;0.25975766930688693;0.3622436382984729;,52.66666667,52,54,52.0;52.0;54.0;,11,0,33,0;0;33;,1.257777778,0.693,2.507,0.6933333333333334;0.5733333333333334;2.506666666666667;,0.283858469,0.336,0.374,0.33609952142941457;0.37360260167150083;0.14187328301243674;
Jan 13-- 2021 10:21:46 AM,57414.6,58267,59159,54315;56612;59159;58267;58720;,0.305416536,0.248,0.509,0.24777725792170277;0.5089897138089879;0.1594826352833346;,2582305894,2.58E+09,2582306415,2582306415;2582305894;2582305373;,51,51,51,51.0;51.0;51.0;,0.333120394,0.301,0.45,0.45012562267175366;0.24825259371498787;0.30098296450216;,54,54,54,54.0;54.0;54.0;,0,0,0,0;0;0;,1.622222222,1.4,2.707,0.76;1.4000000000000001;2.7066666666666666;,0.304024492,0.244,0.506,0.24445387670036348;0.5060543064430538;0.16156529178752657;
Jan 13-- 2021 10:24:52 AM,35166.6,35196,35710,34664;35059;35204;35710;35196;,0.279196859,0.279,0.414,0.4140265881277693;0.14436712974643504;,2582309802,2.58E+09,2582310062,2582310062;2582309541;,51,51,51,51.0;51.0;,0.474704561,0.475,0.587,0.36238501210419416;0.5870241094301696;,55.5,55.5,56,56.0;55.0;,0,0,0,0;0;,2.886666667,2.887,4.747,1.0266666666666666;4.746666666666666;,0.278915868,0.279,0.412,0.41168900077341775;0.14614273429661062;
Jan 13-- 2021 10:31:32 AM,79297,79859,80282,80115;79859;80282;78906;77323;,0.151139483,0.151,0.151,0.1511394828165819;,2582316648,2.58E+09,2582316648,2582316648;,51,51,51,51.0;,0.720015383,0.72,0.72,0.7200153826936115;,56,56,56,56.0;,0,0,0,0;,0.773333333,0.773,0.773,0.7733333333333333;,0.153048363,0.153,0.153,0.1530483627363669;
Jan 13-- 2021 10:34:49 AM,63595.2,63565,65643,63565;63392;64471;65643;60905;,0.177617447,0.178,0.178,0.17761744688478184;,2582979791,2.58E+09,2582979791,2582979791;,51,51,51,51.0;,0.200235954,0.2,0.2,0.20023595416654266;,57,57,57,57.0;,0,0,0,0;,0.24,0.24,0.24,0.24;,0.179621649,0.18,0.18,0.17962164877447673;
Jan 13-- 2021 10:41:22 AM,24010,12579,69268,12406;13687;12110;12579;69268;,0.160726565,0.161,0.161,0.1607265653721382;,2582985522,2.58E+09,2582985522,2582985522;,51,51,51,51.0;,0.51625195,0.516,0.516,0.5162519497778383;,59,59,59,59.0;,0,0,0,0;,0.146666667,0.147,0.147,0.14666666666666667;,0.162697767,0.163,0.163,0.1626977671841272;
Jan 13-- 2021 10:44:37 AM,52414,61934,62616,14234;61934;62324;60962;62616;,0.336029517,0.336,0.53,0.5296257213006504;0.14243331290413705;,2582988388,2.58E+09,2582988648,2582988648;2582988127;,51,51,51,51.0;51.0;,0.660306494,0.66,0.701,0.619289489633552;0.7013234975482368;,60,60,60,60.0;60.0;,0,0,0,0;0;,3.106666667,3.107,3.413,3.4133333333333336;2.8000000000000003;,0.338726179,0.339,0.534,0.533541065955915;0.14391129210864895;
Jan 13-- 2021 10:47:45 AM,22973.2,13956,59378,13112;13519;13956;14901;59378;,0.167030816,0.167,0.167,0.16703081643721096;,2583322043,2.58E+09,2583322043,2583322043;,51,51,51,51.0;,0.427949185,0.428,0.428,0.4279491854867014;,61,61,61,61.0;,0,0,0,0;,0.24,0.24,0.24,0.24;,0.169858469,0.17,0.17,0.16985846948898342;
Jan 13-- 2021 11:13:07 AM,11879.2,11876,13204,12704;13204;11486;11876;10126;,0.066615258,0.073,0.113,0.054605609456741616;0.09167662453460997;0.11333898749574542;0.006839808957396874;,2583325560,2.58E+09,2583326732,2583326732;2583325690;2583325169;2583324648;,51,51,51,51.0;51.0;51.0;51.0;,0.338810001,0.311,0.484,0.3704674554271883;0.2515315080534357;0.48350131400058044;0.24973972822539967;,1,1,1,1.0;1.0;1.0;1.0;,0,0,0,0;0;0;0;,1.026666667,1.033,2.013,0.05333333333333334;2.013333333333333;2.013333333333333;0.02666666666666667;,0.067543845,0.076,0.111,0.055157506034919306;0.09616252444032991;0.11093477690765585;0.007920573314835089;
Jan 13-- 2021 11:14:53 AM,12353.8,12313,13267,11782;12313;12766;13267;11641;,0.060447831,0.073,0.096,0.02417225418562886;0.09603615437433159;0.08890426250372307;0.07576664876512218;0.07079136108290923;0.0070163065475297055;,2583330726,2.58E+09,2583332463,2583332463;2583331421;2583330900;2583330379;2583329858;2583329337;,51,51,51,51.0;51.0;51.0;51.0;51.0;51.0;,0.34030537,0.359,0.433,0.4330300817400124;0.4115595101271861;0.340455475536759;0.20230469524966407;0.3781502109706789;0.27633224930863254;,1,1,1,1.0;1.0;1.0;1.0;1.0;1.0;,0,0,0,0;0;0;0;0;0;,1.382222222,1.047,4.013,0.06666666666666667;0.08;4.013333333333334;2.013333333333333;0.08;2.04;,0.060142711,0.072,0.096,0.02063383041452105;0.09623116813329424;0.09317652246202467;0.0792426068681441;0.0639808587878512;0.007591277305656119;
Jan 13-- 2021 11:16:47 AM,10419.4,10626,12844,10626;12844;10235;7251;11141;,0.082536212,0.092,0.139,0.0915404492306203;0.1166885153423927;0.13887399885302174;0.05918454310096279;0.006393552222550641;,2583336110,2.58E+09,2583337152,2583337152;2583336631;2583336110;2583335589;2583335068;,51,51,51,51.0;51.0;51.0;51.0;51.0;,0.415671588,0.428,0.495,0.4947547335215326;0.42751497906485536;0.2748424474628644;0.4548034293749521;0.42644234943214476;,1,1,1,1.0;1.0;1.0;1.0;1.0;,0,0,0,0;0;0;0;0;,0.824,0.067,2.013,0.013333333333333334;2.013333333333333;2.013333333333333;0.06666666666666667;0.013333333333333334;,0.084027083,0.095,0.128,0.09458173851895557;0.12330074007737857;0.12817991584033217;0.0660390208808519;0.00803399780060432;
